SALEDATE,YEAR,MONTHNAME,SALES,COST_OF_SALES,QUANTITY_SOLD,SALES_PER_UNIT,SALESTYPE,DAILY_GROSSPROFIT,DAILY_SALESPRICEPERUNIT,AVERAGE_UNIT_SALES_PRICE
2015-12-13,2015,Dec,185422.88560,191390.40130,5014,36.98,Regular Day,-5967.51570,36.98,36.92290
2015-12-14,2015,Dec,173833.13320,179871.05330,4715,36.87,Regular Day,-6037.92010,36.87,36.92290
2015-12-15,2015,Dec,220271.72140,237123.34330,6212,35.46,Regular Day,-16851.62190,35.46,36.92290
2015-12-16,2015,Dec,234468.07120,251493.90890,6585,35.61,Regular Day,-17025.83770,35.61,36.92290
2015-12-17,2015,Dec,213778.13810,230994.35520,6051,35.33,Regular Day,-17216.21710,35.33,36.92290
2015-12-18,2015,Dec,273563.01480,295854.55230,7750,35.30,Regular Day,-22291.53750,35.30,36.92290
2015-12-19,2015,Dec,337506.78840,362223.16090,9490,35.56,Regular Day,-24716.37250,35.56,36.92290
2015-12-20,2015,Dec,155312.78390,167421.97370,4382,35.44,Regular Day,-12109.18980,35.44,36.92290
2015-12-21,2015,Dec,289243.38310,312784.97430,8196,35.29,Regular Day,-23541.59120,35.29,36.92290
2015-12-22,2015,Dec,313125.33250,338299.61780,8863,35.33,Regular Day,-25174.28530,35.33,36.92290
2015-12-23,2015,Dec,268330.39270,249584.21520,6534,41.07,Regular Day,18746.17750,41.07,36.92290
2015-12-24,2015,Dec,392228.13800,364396.19420,9540,41.11,Regular Day,27831.94380,41.11,36.92290
2015-12-25,2015,Dec,133728.98370,124363.55730,3256,41.07,Regular Day,9365.42640,41.07,36.92290
2015-12-26,2015,Dec,82778.44405,76876.49270,2013,41.12,Regular Day,5901.95135,41.12,36.92290
2015-12-27,2015,Dec,69522.83697,64616.07665,1692,41.09,Regular Day,4906.76032,41.09,36.92290
2015-12-28,2015,Dec,133021.27280,123500.78780,3234,41.13,Regular Day,9520.48500,41.13,36.92290
2015-12-29,2015,Dec,161267.52060,175378.14590,4592,35.12,Regular Day,-14110.62530,35.12,36.92290
2015-12-30,2015,Dec,208583.21800,227060.26270,5945,35.09,Regular Day,-18477.04470,35.09,36.92290
2015-12-31,2015,Dec,325457.52500,353929.73840,9266,35.12,Regular Day,-28472.21340,35.12,36.92290
2016-01-01,2016,Jan,111650.23980,121448.28380,3179,35.12,Regular Day,-9798.04400,35.12,37.60322
2016-01-02,2016,Jan,262421.28190,285675.84570,7479,35.09,Regular Day,-23254.56380,35.09,37.60322
2016-01-03,2016,Jan,164527.53890,179308.94950,4694,35.05,Regular Day,-14781.41060,35.05,37.60322
2016-01-04,2016,Jan,274990.14650,299576.24140,7843,35.06,Regular Day,-24586.09490,35.06,37.60322
2016-01-05,2016,Jan,215737.84280,234642.08570,6150,35.08,Regular Day,-18904.24290,35.08,37.60322
2016-01-06,2016,Jan,98646.98270,91610.56000,2401,41.09,Regular Day,7036.42270,41.09,37.60322
2016-01-07,2016,Jan,74401.21529,68988.86126,1808,41.15,Regular Day,5412.35403,41.15,37.60322
2016-01-08,2016,Jan,106592.34300,99021.68292,2594,41.09,Regular Day,7570.66008,41.09,37.60322
2016-01-09,2016,Jan,134629.65820,124963.46550,3274,41.12,Regular Day,9666.19270,41.12,37.60322
2016-01-10,2016,Jan,90773.65306,84299.28824,2207,41.13,Regular Day,6474.36482,41.13,37.60322
2016-01-11,2016,Jan,121373.06820,112550.43230,2949,41.16,Regular Day,8822.63590,41.16,37.60322
2016-01-12,2016,Jan,99445.55710,92226.51810,2417,41.14,Regular Day,7219.03900,41.14,37.60322
2016-01-13,2016,Jan,67587.54693,62760.35683,1644,41.11,Regular Day,4827.19010,41.11,37.60322
2016-01-14,2016,Jan,61685.93524,57191.43932,1499,41.15,Regular Day,4494.49592,41.15,37.60322
2016-01-15,2016,Jan,150006.92980,139244.89580,3648,41.12,Regular Day,10762.03400,41.12,37.60322
2016-01-16,2016,Jan,191287.35350,177577.28720,4652,41.12,Regular Day,13710.06630,41.12,37.60322
2016-01-17,2016,Jan,92595.46084,86018.18961,2252,41.12,Regular Day,6577.27123,41.12,37.60322
2016-01-18,2016,Jan,96947.05429,89961.35950,2357,41.13,Regular Day,6985.69479,41.13,37.60322
2016-01-19,2016,Jan,70512.89450,65453.27639,1715,41.12,Regular Day,5059.61811,41.12,37.60322
2016-01-20,2016,Jan,159590.49010,182351.13880,4776,33.42,Regular Day,-22760.64870,33.42,37.60322
2016-01-21,2016,Jan,67046.27342,61894.26256,1628,41.18,Regular Day,5152.01086,41.18,37.60322
2016-01-22,2016,Jan,266949.23880,294322.92720,7806,34.20,Regular Day,-27373.68840,34.20,37.60322
2016-01-23,2016,Jan,315272.22480,346093.06700,9210,34.23,Regular Day,-30820.84220,34.23,37.60322
2016-01-24,2016,Jan,149138.92150,163505.71300,4351,34.28,Regular Day,-14366.79150,34.28,37.60322
2016-01-25,2016,Jan,215171.03820,234621.59890,6278,34.27,Regular Day,-19450.56070,34.27,37.60322
2016-01-26,2016,Jan,205197.89840,221931.58010,5992,34.25,Regular Day,-16733.68170,34.25,37.60322
2016-01-27,2016,Jan,214452.24840,231730.23270,6265,34.23,Regular Day,-17277.98430,34.23,37.60322
2016-01-28,2016,Jan,195767.97360,210639.84820,5723,34.21,Regular Day,-14871.87460,34.21,37.60322
2016-01-29,2016,Jan,397984.32930,437198.92960,11900,33.44,Regular Day,-39214.60030,33.44,37.60322
2016-01-30,2016,Jan,512603.10350,561872.20600,15345,33.41,Regular Day,-49269.10250,33.41,37.60322
2016-01-31,2016,Jan,218104.06690,238662.19210,6525,33.43,Regular Day,-20558.12520,33.43,37.60322
2016-02-01,2016,Feb,339004.33690,371177.18690,10153,33.39,Regular Day,-32172.85000,33.39,38.49103
2016-02-02,2016,Feb,278116.36930,295645.62910,8116,34.27,Regular Day,-17529.25980,34.27,38.49103
2016-02-03,2016,Feb,264159.30060,280392.27360,7712,34.25,Regular Day,-16232.97300,34.25,38.49103
2016-02-04,2016,Feb,197778.13370,209372.29220,5759,34.34,Regular Day,-11594.15850,34.34,38.49103
2016-02-05,2016,Feb,325749.00890,345287.81150,9501,34.29,Regular Day,-19538.80260,34.29,38.49103
2016-02-06,2016,Feb,371561.97640,393884.43300,10840,34.28,Regular Day,-22322.45660,34.28,38.49103
2016-02-07,2016,Feb,174581.67680,185040.81730,5089,34.31,Regular Day,-10459.14050,34.31,38.49103
2016-02-08,2016,Feb,208489.36940,221372.83690,6087,34.25,Regular Day,-12883.46750,34.25,38.49103
2016-02-09,2016,Feb,84495.16667,74682.26682,2053,41.16,Regular Day,9812.89985,41.16,38.49103
2016-02-10,2016,Feb,76661.25003,66379.56360,1825,42.01,Regular Day,10281.68643,42.01,38.49103
2016-02-11,2016,Feb,64034.94046,55491.33853,1525,41.99,Regular Day,8543.60193,41.99,38.49103
2016-02-12,2016,Feb,148839.97490,129583.49210,3542,42.02,Regular Day,19256.48280,42.02,38.49103
2016-02-13,2016,Feb,172541.50790,150538.98370,4105,42.03,Regular Day,22002.52420,42.03,38.49103
2016-02-14,2016,Feb,87991.66300,76378.50464,2094,42.02,Regular Day,11613.15836,42.02,38.49103
2016-02-15,2016,Feb,123445.38160,108669.22540,2940,41.99,Regular Day,14776.15620,41.99,38.49103
2016-02-16,2016,Feb,77344.69187,68269.24884,1841,42.01,Regular Day,9075.44303,42.01,38.49103
2016-02-17,2016,Feb,158963.02490,167521.52590,4529,35.10,Regular Day,-8558.50100,35.10,38.49103
2016-02-18,2016,Feb,69598.07115,61492.96831,1658,41.98,Regular Day,8105.10284,41.98,38.49103
2016-02-19,2016,Feb,161275.60220,143446.35830,3841,41.99,Regular Day,17829.24390,41.99,38.49103
2016-02-20,2016,Feb,325215.07680,345446.00180,9260,35.12,Regular Day,-20230.92500,35.12,38.49103
2016-02-21,2016,Feb,96957.29584,86455.49438,2308,42.01,Regular Day,10501.80146,42.01,38.49103
2016-02-22,2016,Feb,85224.47709,75960.71802,2028,42.02,Regular Day,9263.75907,42.02,38.49103
2016-02-23,2016,Feb,54612.87884,49071.80254,1301,41.98,Regular Day,5541.07630,41.98,38.49103
2016-02-24,2016,Feb,81530.61238,81738.05644,2213,36.84,Regular Day,-207.44406,36.84,38.49103
2016-02-25,2016,Feb,160947.53260,162597.49680,4404,36.55,Regular Day,-1649.96420,36.55,38.49103
2016-02-26,2016,Feb,188736.24740,183103.23370,4935,38.24,Regular Day,5633.01370,38.24,38.49103
2016-02-27,2016,Feb,215951.50790,210032.78810,5609,38.50,Regular Day,5918.71980,38.50,38.49103
2016-02-28,2016,Feb,134995.85450,129938.70580,3452,39.11,Regular Day,5057.14870,39.11,38.49103
2016-02-29,2016,Feb,163079.37800,160332.58940,4270,38.19,Regular Day,2746.78860,38.19,38.49103
2016-03-01,2016,Mar,180828.67410,182962.33700,4719,38.32,Regular Day,-2133.66290,38.32,40.34483
2016-03-02,2016,Mar,171196.17520,174428.68090,4451,38.46,Regular Day,-3232.50570,38.46,40.34483
2016-03-03,2016,Mar,129719.05050,131961.93250,3364,38.56,Regular Day,-2242.88200,38.56,40.34483
2016-03-04,2016,Mar,142127.64210,144039.41370,3665,38.78,Regular Day,-1911.77160,38.78,40.34483
2016-03-05,2016,Mar,152124.40790,153377.51200,3889,39.12,Regular Day,-1253.10410,39.12,40.34483
2016-03-06,2016,Mar,74132.78702,74332.27948,1882,39.39,Regular Day,-199.49246,39.39,40.34483
2016-03-07,2016,Mar,91143.02861,95167.52873,2405,37.90,Regular Day,-4024.50012,37.90,40.34483
2016-03-08,2016,Mar,60528.09336,62342.88117,1577,38.38,Regular Day,-1814.78781,38.38,40.34483
2016-03-09,2016,Mar,38340.59961,35918.33515,913,41.99,Regular Day,2422.26446,41.99,40.34483
2016-03-10,2016,Mar,37453.00618,35108.20011,892,41.99,Regular Day,2344.80607,41.99,40.34483
2016-03-11,2016,Mar,77997.04501,73051.67554,1855,42.05,Regular Day,4945.36947,42.05,40.34483
2016-03-12,2016,Mar,79752.28268,74962.81640,1897,42.04,Regular Day,4789.46628,42.04,40.34483
2016-03-13,2016,Mar,37155.58848,34962.83050,883,42.08,Regular Day,2192.75798,42.08,40.34483
2016-03-14,2016,Mar,45046.51321,42368.04535,1071,42.06,Regular Day,2678.46786,42.06,40.34483
2016-03-15,2016,Mar,55489.33276,52263.05699,1320,42.04,Regular Day,3226.27577,42.04,40.34483
2016-03-16,2016,Mar,41893.30316,39495.45590,997,42.02,Regular Day,2397.84726,42.02,40.34483
2016-03-17,2016,Mar,34348.50419,32292.83760,817,42.04,Regular Day,2055.66659,42.04,40.34483
2016-03-18,2016,Mar,78276.83122,73746.75871,1866,41.95,Regular Day,4530.07251,41.95,40.34483
2016-03-19,2016,Mar,92851.40266,87451.56618,2211,42.00,Regular Day,5399.83648,42.00,40.34483
2016-03-20,2016,Mar,54845.78930,51625.51172,1304,42.06,Regular Day,3220.27758,42.06,40.34483
2016-03-21,2016,Mar,48037.79990,45187.64158,1143,42.03,Regular Day,2850.15832,42.03,40.34483
2016-03-22,2016,Mar,65905.72326,62023.88130,1573,41.90,Regular Day,3881.84196,41.90,40.34483
2016-03-23,2016,Mar,84870.05130,81472.82718,2065,41.10,Regular Day,3397.22412,41.10,40.34483
2016-03-24,2016,Mar,262459.50570,259298.45660,6588,39.84,Regular Day,3161.04910,39.84,40.34483
2016-03-25,2016,Mar,228124.39800,222208.35040,5652,40.36,Regular Day,5916.04760,40.36,40.34483
2016-03-26,2016,Mar,162929.49210,161434.81510,4103,39.71,Regular Day,1494.67700,39.71,40.34483
2016-03-27,2016,Mar,58359.83218,57681.56988,1466,39.81,Regular Day,678.26230,39.81,40.34483
2016-03-28,2016,Mar,85605.33192,85022.38092,2162,39.60,Regular Day,582.95100,39.60,40.34483
2016-03-29,2016,Mar,84836.41434,84595.21793,2155,39.37,Regular Day,241.19641,39.37,40.34483
2016-03-30,2016,Mar,64308.91422,68427.59467,1746,36.83,Regular Day,-4118.68045,36.83,40.34483
2016-03-31,2016,Mar,131168.48550,138589.10010,3554,36.91,Regular Day,-7420.61460,36.91,40.34483
2016-04-01,2016,Apr,232410.19800,245358.63000,6282,37.00,Regular Day,-12948.43200,37.00,35.56500
2016-04-02,2016,Apr,195831.09750,205442.82810,5259,37.24,Regular Day,-9611.73060,37.24,35.56500
2016-04-03,2016,Apr,90716.54789,95543.13365,2446,37.09,Regular Day,-4826.58576,37.09,35.56500
2016-04-04,2016,Apr,131638.01960,130700.18890,3345,39.35,Regular Day,937.83070,39.35,35.56500
2016-04-05,2016,Apr,81910.87262,79969.51055,2048,40.00,Regular Day,1941.36207,40.00,35.56500
2016-04-06,2016,Apr,54821.90851,50800.00851,1303,42.07,Regular Day,4021.90000,42.07,35.56500
2016-04-07,2016,Apr,155615.41940,171592.12590,4413,35.26,Regular Day,-15976.70650,35.26,35.56500
2016-04-08,2016,Apr,264086.89380,291378.57980,7494,35.24,Regular Day,-27291.68600,35.24,35.56500
2016-04-09,2016,Apr,272761.29750,298164.41610,7738,35.25,Regular Day,-25403.11860,35.25,35.56500
2016-04-10,2016,Apr,104689.42790,113609.30430,2958,35.39,Regular Day,-8919.87640,35.39,35.56500
2016-04-11,2016,Apr,131170.59690,142022.81260,3713,35.33,Regular Day,-10852.21570,35.33,35.56500
2016-04-12,2016,Apr,123179.48940,132714.96020,3504,35.15,Regular Day,-9535.47080,35.15,35.56500
2016-04-13,2016,Apr,124431.04640,132889.05690,3534,35.21,Regular Day,-8458.01050,35.21,35.56500
2016-04-14,2016,Apr,162166.83600,172225.65270,4601,35.25,Regular Day,-10058.81670,35.25,35.56500
2016-04-15,2016,Apr,354042.02320,373200.30600,10045,35.25,Regular Day,-19158.28280,35.25,35.56500
2016-04-16,2016,Apr,327352.26140,345338.62810,9301,35.20,Regular Day,-17986.36670,35.20,35.56500
2016-04-17,2016,Apr,164809.30300,175167.42880,4678,35.23,Regular Day,-10358.12580,35.23,35.56500
2016-04-18,2016,Apr,151157.79430,159828.76500,4294,35.20,Regular Day,-8670.97070,35.20,35.56500
2016-04-19,2016,Apr,126895.93650,133726.28060,3606,35.19,Regular Day,-6830.34410,35.19,35.56500
2016-04-20,2016,Apr,166395.44580,179020.54250,4838,34.39,Regular Day,-12625.09670,34.39,35.56500
2016-04-21,2016,Apr,167796.35480,182485.09890,4914,34.15,Regular Day,-14688.74410,34.15,35.56500
2016-04-22,2016,Apr,351146.01700,380098.15640,10269,34.19,Regular Day,-28952.13940,34.19,35.56500
2016-04-23,2016,Apr,420738.82180,455415.34930,12317,34.16,Regular Day,-34676.52750,34.16,35.56500
2016-04-24,2016,Apr,186166.15080,202391.17870,5453,34.14,Regular Day,-16225.02790,34.14,35.56500
2016-04-25,2016,Apr,251449.52960,273255.09850,7372,34.11,Regular Day,-21805.56890,34.11,35.56500
2016-04-26,2016,Apr,280321.81070,302469.83200,8211,34.14,Regular Day,-22148.02130,34.14,35.56500
2016-04-27,2016,Apr,313434.93330,337931.11700,9182,34.14,Regular Day,-24496.18370,34.14,35.56500
2016-04-28,2016,Apr,257324.60310,276852.17990,7520,34.22,Regular Day,-19527.57680,34.22,35.56500
2016-04-29,2016,Apr,455554.33600,489215.06750,13321,34.20,Regular Day,-33660.73150,34.20,35.56500
2016-04-30,2016,Apr,556865.20330,598925.66790,16276,34.21,Regular Day,-42060.46460,34.21,35.56500
2016-05-01,2016,May,354856.04490,380511.15920,10388,34.16,Regular Day,-25655.11430,34.16,38.03967
2016-05-02,2016,May,283284.58130,304997.85180,8298,34.14,Regular Day,-21713.27050,34.14,38.03967
2016-05-03,2016,May,297500.67400,319786.35950,8717,34.13,Regular Day,-22285.68550,34.13,38.03967
2016-05-04,2016,May,285968.48780,305506.99820,8364,34.19,Regular Day,-19538.51040,34.19,38.03967
2016-05-05,2016,May,237946.63270,254527.41550,6968,34.15,Regular Day,-16580.78280,34.15,38.03967
2016-05-06,2016,May,340851.50590,364361.03290,9973,34.18,Regular Day,-23509.52700,34.18,38.03967
2016-05-07,2016,May,388187.60140,414644.62350,11363,34.16,Regular Day,-26457.02210,34.16,38.03967
2016-05-08,2016,May,139178.98410,148731.09050,4074,34.16,Regular Day,-9552.10640,34.16,38.03967
2016-05-09,2016,May,66400.30305,57741.73891,1579,42.05,Regular Day,8658.56414,42.05,38.03967
2016-05-10,2016,May,42723.52446,37112.98506,1016,42.05,Regular Day,5610.53940,42.05,38.03967
2016-05-11,2016,May,35014.39948,30393.74012,832,42.08,Regular Day,4620.65936,42.08,38.03967
2016-05-12,2016,May,27210.40663,23570.15916,647,42.06,Regular Day,3640.24747,42.06,38.03967
2016-05-13,2016,May,79840.08825,69078.71414,1898,42.07,Regular Day,10761.37411,42.07,38.03967
2016-05-14,2016,May,82484.44829,71426.01164,1961,42.06,Regular Day,11058.43665,42.06,38.03967
2016-05-15,2016,May,51497.23734,44611.93968,1224,42.07,Regular Day,6885.29766,42.07,38.03967
2016-05-16,2016,May,42871.83287,37139.30826,1019,42.07,Regular Day,5732.52461,42.07,38.03967
2016-05-17,2016,May,39104.63910,33890.36043,930,42.05,Regular Day,5214.27867,42.05,38.03967
2016-05-18,2016,May,34406.75001,29884.33059,818,42.06,Regular Day,4522.41942,42.06,38.03967
2016-05-19,2016,May,39403.65856,34229.63192,937,42.05,Regular Day,5174.02664,42.05,38.03967
2016-05-20,2016,May,96830.90242,83926.00350,2302,42.06,Regular Day,12904.89892,42.06,38.03967
2016-05-21,2016,May,99380.39460,86179.51339,2363,42.06,Regular Day,13200.88121,42.06,38.03967
2016-05-22,2016,May,61656.18133,53463.73456,1466,42.06,Regular Day,8192.44677,42.06,38.03967
2016-05-23,2016,May,69163.55737,59948.43871,1644,42.07,Regular Day,9215.11866,42.07,38.03967
2016-05-24,2016,May,113112.86500,117414.69890,3224,35.08,Regular Day,-4301.83390,35.08,38.03967
2016-05-25,2016,May,253686.30250,268974.57070,7392,34.32,Regular Day,-15288.26820,34.32,38.03967
2016-05-26,2016,May,210305.29190,223289.08460,6138,34.26,Regular Day,-12983.79270,34.26,38.03967
2016-05-27,2016,May,364087.42430,386499.89640,10624,34.27,Regular Day,-22412.47210,34.27,38.03967
2016-05-28,2016,May,397480.36950,421674.10190,11590,34.30,Regular Day,-24193.73240,34.30,38.03967
2016-05-29,2016,May,204028.17680,216777.31570,5959,34.24,Regular Day,-12749.13890,34.24,38.03967
2016-05-30,2016,May,172797.93510,183715.80720,5048,34.23,Regular Day,-10917.87210,34.23,38.03967
2016-05-31,2016,May,258970.65410,274386.01540,7542,34.34,Regular Day,-15415.36130,34.34,38.03967
2016-06-01,2016,Jun,368789.57260,391923.65960,10761,34.27,Regular Day,-23134.08700,34.27,34.82766
2016-06-02,2016,Jun,278071.38660,295548.24160,8120,34.25,Regular Day,-17476.85500,34.25,34.82766
2016-06-03,2016,Jun,373959.36200,396324.17870,10896,34.32,Regular Day,-22364.81670,34.32,34.82766
2016-06-04,2016,Jun,402057.25290,426466.13220,11726,34.29,Regular Day,-24408.87930,34.29,34.82766
2016-06-05,2016,Jun,205719.45320,218408.18210,6007,34.25,Regular Day,-12688.72890,34.25,34.82766
2016-06-06,2016,Jun,177626.95010,188629.75420,5185,34.26,Regular Day,-11002.80410,34.26,34.82766
2016-06-07,2016,Jun,70441.90741,60910.74840,1675,42.05,Regular Day,9531.15901,42.05,34.82766
2016-06-08,2016,Jun,162923.84960,173292.68110,4765,34.19,Regular Day,-10368.83150,34.19,34.82766
2016-06-09,2016,Jun,138752.52760,143791.47810,3953,35.10,Regular Day,-5038.95050,35.10,34.82766
2016-06-10,2016,Jun,252458.26220,261502.38180,7190,35.11,Regular Day,-9044.11960,35.11,34.82766
2016-06-11,2016,Jun,293917.85250,311853.52050,8577,34.27,Regular Day,-17935.66800,34.27,34.82766
2016-06-12,2016,Jun,138350.12180,143346.67460,3943,35.09,Regular Day,-4996.55280,35.09,34.82766
2016-06-13,2016,Jun,130067.27560,134950.56650,3707,35.09,Regular Day,-4883.29090,35.09,34.82766
2016-06-14,2016,Jun,107168.66110,111173.15850,3054,35.09,Regular Day,-4004.49740,35.09,34.82766
2016-06-15,2016,Jun,224030.55440,237934.73420,6541,34.25,Regular Day,-13904.17980,34.25,34.82766
2016-06-16,2016,Jun,201918.22210,209095.56970,5749,35.12,Regular Day,-7177.34760,35.12,34.82766
2016-06-17,2016,Jun,329344.26830,341253.32960,9385,35.09,Regular Day,-11909.06130,35.09,34.82766
2016-06-18,2016,Jun,308642.97720,327672.04150,9012,34.25,Regular Day,-19029.06430,34.25,34.82766
2016-06-19,2016,Jun,134472.40660,139385.87620,3831,35.10,Regular Day,-4913.46960,35.10,34.82766
2016-06-20,2016,Jun,143809.72060,148953.91090,4097,35.10,Regular Day,-5144.19030,35.10,34.82766
2016-06-21,2016,Jun,123252.15110,127533.00930,3509,35.12,Regular Day,-4280.85820,35.12,34.82766
2016-06-22,2016,Jun,40067.15121,34559.08452,953,42.04,Regular Day,5508.06669,42.04,34.82766
2016-06-23,2016,Jun,143752.73680,155659.53370,4305,33.39,Regular Day,-11906.79690,33.39,34.82766
2016-06-24,2016,Jun,389904.00860,422372.58160,11667,33.42,Regular Day,-32468.57300,33.42,34.82766
2016-06-25,2016,Jun,461280.78560,498910.32900,13793,33.44,Regular Day,-37629.54340,33.44,34.82766
2016-06-26,2016,Jun,221578.69680,240449.62230,6641,33.37,Regular Day,-18870.92550,33.37,34.82766
2016-06-27,2016,Jun,253702.22300,274426.08030,7593,33.41,Regular Day,-20723.85730,33.41,34.82766
2016-06-28,2016,Jun,200616.07620,217104.57970,6007,33.40,Regular Day,-16488.50350,33.40,34.82766
2016-06-29,2016,Jun,211700.81320,229023.81070,6345,33.36,Promo Day,-17322.99750,33.36,34.82766
2016-06-30,2016,Jun,282757.71140,305894.18010,8482,33.34,Promo Day,-23136.46870,33.34,34.82766
2016-07-01,2016,Jul,479010.15670,517742.19260,14344,33.39,Regular Day,-38732.03590,33.39,40.38451
2016-07-02,2016,Jul,454543.28580,490487.02460,13609,33.40,Regular Day,-35943.73880,33.40,40.38451
2016-07-03,2016,Jul,242185.18070,261534.91200,7259,33.36,Promo Day,-19349.73130,33.36,40.38451
2016-07-04,2016,Jul,281531.68560,304052.47700,8431,33.39,Regular Day,-22520.79140,33.39,40.38451
2016-07-05,2016,Jul,219363.22010,237026.35050,6577,33.35,Promo Day,-17663.13040,33.35,40.38451
2016-07-06,2016,Jul,204005.58220,219722.89500,6098,33.45,Regular Day,-15717.31280,33.45,40.38451
2016-07-07,2016,Jul,69579.06846,59598.91780,1654,42.07,Regular Day,9980.15066,42.07,40.38451
2016-07-08,2016,Jul,87184.74003,74654.52042,2073,42.06,Regular Day,12530.21961,42.06,40.38451
2016-07-09,2016,Jul,78700.43605,67367.38324,1871,42.06,Regular Day,11333.05281,42.06,40.38451
2016-07-10,2016,Jul,39809.55909,34091.56966,946,42.08,Regular Day,5717.98943,42.08,40.38451
2016-07-11,2016,Jul,45839.23877,39231.19537,1090,42.05,Regular Day,6608.04340,42.05,40.38451
2016-07-12,2016,Jul,36851.76375,31574.32547,876,42.07,Regular Day,5277.43828,42.07,40.38451
2016-07-13,2016,Jul,33225.67047,28489.08140,790,42.06,Regular Day,4736.58907,42.06,40.38451
2016-07-14,2016,Jul,30423.39146,26053.79672,723,42.08,Regular Day,4369.59474,42.08,40.38451
2016-07-15,2016,Jul,80345.63766,68788.09454,1910,42.07,Regular Day,11557.54312,42.07,40.38451
2016-07-16,2016,Jul,95297.33863,81655.85773,2266,42.06,Regular Day,13641.48090,42.06,40.38451
2016-07-17,2016,Jul,45324.05453,38809.80890,1078,42.04,Regular Day,6514.24563,42.04,40.38451
2016-07-18,2016,Jul,51604.11841,44222.78448,1227,42.06,Regular Day,7381.33393,42.06,40.38451
2016-07-19,2016,Jul,37870.11903,32436.79597,900,42.08,Regular Day,5433.32306,42.08,40.38451
2016-07-20,2016,Jul,42723.52446,36607.39066,1016,42.05,Regular Day,6116.13380,42.05,40.38451
2016-07-21,2016,Jul,35169.91581,30133.31864,836,42.07,Regular Day,5036.59717,42.07,40.38451
2016-07-22,2016,Jul,61148.20501,52384.44748,1454,42.06,Regular Day,8763.75753,42.06,40.38451
2016-07-23,2016,Jul,77171.70180,66113.83204,1835,42.06,Regular Day,11057.86976,42.06,40.38451
2016-07-24,2016,Jul,40881.35491,35019.11264,972,42.06,Regular Day,5862.24227,42.06,40.38451
2016-07-25,2016,Jul,43085.59501,36887.36617,1024,42.08,Regular Day,6198.22884,42.08,40.38451
2016-07-26,2016,Jul,43894.99343,37604.65842,1044,42.05,Regular Day,6290.33501,42.05,40.38451
2016-07-27,2016,Jul,67780.72889,58196.14599,1611,42.07,Regular Day,9584.58290,42.07,40.38451
2016-07-28,2016,Jul,51907.94315,44544.63074,1234,42.06,Regular Day,7363.31241,42.06,40.38451
2016-07-29,2016,Jul,93508.63389,80346.69413,2223,42.06,Regular Day,13161.93976,42.06,40.38451
2016-07-30,2016,Jul,95343.59551,81874.28886,2267,42.06,Regular Day,13469.30665,42.06,40.38451
2016-07-31,2016,Jul,59514.99233,51145.40334,1415,42.06,Regular Day,8369.58899,42.06,40.38451
2016-08-01,2016,Aug,65133.96620,55946.05656,1548,42.08,Regular Day,9187.90964,42.08,36.87870
2016-08-02,2016,Aug,70641.25372,60629.55300,1679,42.07,Regular Day,10011.70072,42.07,36.87870
2016-08-03,2016,Aug,48442.17148,41610.78394,1152,42.05,Regular Day,6831.38754,42.05,36.87870
2016-08-04,2016,Aug,46291.37192,39783.36067,1101,42.04,Regular Day,6508.01125,42.04,36.87870
2016-08-05,2016,Aug,73453.14329,63386.49259,1746,42.07,Regular Day,10066.65070,42.07,36.87870
2016-08-06,2016,Aug,71508.89795,61500.57465,1700,42.06,Regular Day,10008.32330,42.06,36.87870
2016-08-07,2016,Aug,30066.12618,25872.48835,715,42.05,Regular Day,4193.63783,42.05,36.87870
2016-08-08,2016,Aug,37726.61590,32490.13602,897,42.06,Regular Day,5236.47988,42.06,36.87870
2016-08-09,2016,Aug,30831.69463,26577.07945,733,42.06,Regular Day,4254.61518,42.06,36.87870
2016-08-10,2016,Aug,146811.45510,155135.62910,4282,34.29,Regular Day,-8324.17400,34.29,36.87870
2016-08-11,2016,Aug,99867.32962,103826.70140,2867,34.83,Regular Day,-3959.37178,34.83,36.87870
2016-08-12,2016,Aug,210664.86280,220379.27670,6082,34.64,Regular Day,-9714.41390,34.64,36.87870
2016-08-13,2016,Aug,266271.03910,281658.41830,7771,34.26,Regular Day,-15387.37920,34.26,36.87870
2016-08-14,2016,Aug,123084.03910,129601.52720,3576,34.42,Regular Day,-6517.48810,34.42,36.87870
2016-08-15,2016,Aug,162727.52480,168580.17060,4649,35.00,Regular Day,-5852.64580,35.00,36.87870
2016-08-16,2016,Aug,114708.94600,119758.06170,3302,34.74,Regular Day,-5049.11570,34.74,36.87870
2016-08-17,2016,Aug,122318.90750,128298.34350,3536,34.59,Regular Day,-5979.43600,34.59,36.87870
2016-08-18,2016,Aug,112010.34450,117374.19160,3236,34.61,Regular Day,-5363.84710,34.61,36.87870
2016-08-19,2016,Aug,229861.47030,241090.13360,6646,34.59,Regular Day,-11228.66330,34.59,36.87870
2016-08-20,2016,Aug,249981.24970,262145.17730,7220,34.62,Regular Day,-12163.92760,34.62,36.87870
2016-08-21,2016,Aug,136480.24910,143734.22720,3958,34.48,Regular Day,-7253.97810,34.48,36.87870
2016-08-22,2016,Aug,127369.80260,133350.16140,3672,34.69,Regular Day,-5980.35880,34.69,36.87870
2016-08-23,2016,Aug,43537.72816,37649.38753,1035,42.07,Regular Day,5888.34063,42.07,36.87870
2016-08-24,2016,Aug,120407.41330,127699.41590,3549,33.93,Regular Day,-7292.00260,33.93,36.87870
