SALEDATE,YEAR,MONTHNAME,SALES,COST_OF_SALES,QUANTITY_SOLD,SALES_PER_UNIT,SALESTYPE,DAILY_GROSSPROFIT,DAILY_SALESPRICEPERUNIT,AVERAGE_UNIT_SALES_PRICE
2016-08-25,2016,Aug,226375.54310,240429.68550,6647,34.06,Regular Day,-14054.14240,34.06,36.87870
2016-08-26,2016,Aug,337900.17820,358772.25040,9908,34.10,Regular Day,-20872.07220,34.10,36.87870
2016-08-27,2016,Aug,355069.54010,376755.56450,10393,34.16,Regular Day,-21686.02440,34.16,36.87870
2016-08-28,2016,Aug,153893.68520,163401.32920,4507,34.15,Regular Day,-9507.64400,34.15,36.87870
2016-08-29,2016,Aug,159625.74090,169479.10610,4672,34.17,Regular Day,-9853.36520,34.17,36.87870
2016-08-30,2016,Aug,133961.96700,142299.91780,3924,34.14,Regular Day,-8337.95080,34.14,36.87870
2016-08-31,2016,Aug,236305.15640,250572.45340,6918,34.16,Regular Day,-14267.29700,34.16,36.87870
2016-09-01,2016,Sep,313491.73510,333030.87570,9183,34.14,Regular Day,-19539.14060,34.14,38.89233
2016-09-02,2016,Sep,370355.00170,392493.08270,10830,34.20,Regular Day,-22138.08100,34.20,38.89233
2016-09-03,2016,Sep,369091.05540,391842.50140,10800,34.18,Regular Day,-22751.44600,34.18,38.89233
2016-09-04,2016,Sep,209026.01970,222163.72890,6119,34.16,Regular Day,-13137.70920,34.16,38.89233
2016-09-05,2016,Sep,228177.31680,242589.58720,6685,34.13,Regular Day,-14412.27040,34.13,38.89233
2016-09-06,2016,Sep,154494.78200,164108.82640,4519,34.19,Regular Day,-9614.04440,34.19,38.89233
2016-09-07,2016,Sep,50736.47417,43830.19685,1206,42.07,Regular Day,6906.27732,42.07,38.89233
2016-09-08,2016,Sep,43292.14924,37391.68089,1029,42.07,Regular Day,5900.46835,42.07,38.89233
2016-09-09,2016,Sep,77335.91860,69612.12670,1917,40.34,Regular Day,7723.79190,40.34,38.89233
2016-09-10,2016,Sep,85070.23489,76591.85292,2108,40.36,Regular Day,8478.38197,40.36,38.89233
2016-09-11,2016,Sep,48831.66611,44014.23202,1211,40.32,Regular Day,4817.43409,40.32,38.89233
2016-09-12,2016,Sep,52075.15718,46884.14251,1291,40.34,Regular Day,5191.01467,40.34,38.89233
2016-09-13,2016,Sep,30424.72626,27398.58813,755,40.30,Regular Day,3026.13813,40.30,38.89233
2016-09-14,2016,Sep,20495.11303,18375.05261,508,40.34,Regular Day,2120.06042,40.34,38.89233
2016-09-15,2016,Sep,40742.17168,36464.75981,1010,40.34,Regular Day,4277.41187,40.34,38.89233
2016-09-16,2016,Sep,69864.83699,62545.19068,1733,40.31,Regular Day,7319.64631,40.31,38.89233
2016-09-17,2016,Sep,100120.71110,89572.40762,2482,40.34,Regular Day,10548.30348,40.34,38.89233
2016-09-18,2016,Sep,49825.09704,44593.79688,1235,40.34,Regular Day,5231.30016,40.34,38.89233
2016-09-19,2016,Sep,46566.46205,41660.44043,1155,40.32,Regular Day,4906.02162,40.32,38.89233
2016-09-20,2016,Sep,37923.76586,34031.14949,940,40.34,Regular Day,3892.61637,40.34,38.89233
2016-09-21,2016,Sep,50084.81270,44832.21260,1241,40.36,Regular Day,5252.60010,40.36,38.89233
2016-09-22,2016,Sep,41885.82828,37565.47859,1039,40.31,Regular Day,4320.34969,40.31,38.89233
2016-09-23,2016,Sep,147503.57320,131964.51580,3657,40.33,Regular Day,15539.05740,40.33,38.89233
2016-09-24,2016,Sep,151639.18380,135498.16320,3758,40.35,Regular Day,16141.02060,40.35,38.89233
2016-09-25,2016,Sep,72457.29759,64758.50417,1797,40.32,Regular Day,7698.79342,40.32,38.89233
2016-09-26,2016,Sep,67355.06118,60179.02085,1671,40.31,Regular Day,7176.04033,40.31,38.89233
2016-09-27,2016,Sep,58941.79283,52812.78251,1462,40.32,Regular Day,6129.01032,40.32,38.89233
2016-09-28,2016,Sep,58796.78502,57168.56050,1581,37.19,Regular Day,1628.22452,37.19,38.89233
2016-09-29,2016,Sep,57019.38967,55187.38391,1534,37.17,Regular Day,1832.00576,37.17,38.89233
2016-09-30,2016,Sep,155918.38260,151036.44550,4216,36.98,Regular Day,4881.93710,36.98,38.89233
2016-10-01,2016,Oct,208489.09030,201416.83760,5632,37.02,Regular Day,7072.25270,37.02,41.62709
2016-10-02,2016,Oct,118580.47260,113346.95730,3173,37.37,Regular Day,5233.51530,37.37,41.62709
2016-10-03,2016,Oct,142758.88110,126506.34470,3540,40.33,Regular Day,16252.53640,40.33,41.62709
2016-10-04,2016,Oct,96620.98693,85491.83324,2397,40.31,Regular Day,11129.15369,40.31,41.62709
2016-10-05,2016,Oct,78861.59494,69675.42915,1955,40.34,Regular Day,9186.16579,40.34,41.62709
2016-10-06,2016,Oct,70279.47439,61976.30579,1740,40.39,Regular Day,8303.16860,40.39,41.62709
2016-10-07,2016,Oct,87748.86289,77446.60944,2176,40.33,Regular Day,10302.25345,40.33,41.62709
2016-10-08,2016,Oct,92053.32577,81209.24835,2283,40.32,Regular Day,10844.07742,40.32,41.62709
2016-10-09,2016,Oct,51751.38325,45607.23410,1284,40.30,Regular Day,6144.14915,40.30,41.62709
2016-10-10,2016,Oct,50934.98319,44983.77730,1263,40.33,Regular Day,5951.20589,40.33,41.62709
2016-10-11,2016,Oct,36113.93487,31885.28845,896,40.31,Regular Day,4228.64642,40.31,41.62709
2016-10-12,2016,Oct,31023.35977,27817.64247,768,40.39,Regular Day,3205.71730,40.39,41.62709
2016-10-13,2016,Oct,22334.21253,19704.09315,521,42.87,Regular Day,2630.11938,42.87,41.62709
2016-10-14,2016,Oct,69440.92880,62070.75118,1618,42.92,Regular Day,7370.17762,42.92,41.62709
2016-10-15,2016,Oct,92159.02979,83371.81702,2147,42.92,Regular Day,8787.21277,42.92,41.62709
2016-10-16,2016,Oct,57296.28785,52701.29461,1335,42.92,Regular Day,4594.99324,42.92,41.62709
2016-10-17,2016,Oct,57184.94127,51764.93737,1332,42.93,Regular Day,5420.00390,42.93,41.62709
2016-10-18,2016,Oct,40951.10428,37288.62455,954,42.93,Regular Day,3662.47973,42.93,41.62709
2016-10-19,2016,Oct,37672.44729,33678.45927,877,42.96,Regular Day,3993.98802,42.96,41.62709
2016-10-20,2016,Oct,38648.13752,35038.06869,906,42.66,Regular Day,3610.06883,42.66,41.62709
2016-10-21,2016,Oct,96020.54537,86810.27753,2249,42.69,Regular Day,9210.26784,42.69,41.62709
2016-10-22,2016,Oct,105662.59420,95930.01651,2472,42.74,Regular Day,9732.57769,42.74,41.62709
2016-10-23,2016,Oct,54738.48352,49990.51929,1280,42.76,Regular Day,4747.96423,42.76,41.62709
2016-10-24,2016,Oct,40131.57351,36347.69872,940,42.69,Regular Day,3783.87479,42.69,41.62709
2016-10-25,2016,Oct,70402.99193,63452.76104,1650,42.67,Regular Day,6950.23089,42.67,41.62709
2016-10-26,2016,Oct,62501.74070,56100.87429,1467,42.61,Regular Day,6400.86641,42.61,41.62709
2016-10-27,2016,Oct,53675.21828,48201.94098,1257,42.70,Regular Day,5473.27730,42.70,41.62709
2016-10-28,2016,Oct,102606.32700,92657.69953,2405,42.66,Regular Day,9948.62747,42.66,41.62709
2016-10-29,2016,Oct,124988.15550,113187.84600,2929,42.67,Regular Day,11800.30950,42.67,41.62709
2016-10-30,2016,Oct,67521.03749,61233.71887,1582,42.68,Regular Day,6287.31862,42.68,41.62709
2016-10-31,2016,Oct,70020.59601,62316.15134,1639,42.72,Regular Day,7704.44467,42.72,41.62709
2016-11-01,2016,Nov,126954.17020,110698.74290,2971,42.73,Regular Day,16255.42730,42.73,42.97750
2016-11-02,2016,Nov,97558.24705,86203.87520,2284,42.71,Regular Day,11354.37185,42.71,42.97750
2016-11-03,2016,Nov,97039.00987,89413.41597,2266,42.82,Regular Day,7625.59390,42.82,42.97750
2016-11-04,2016,Nov,168349.26530,156675.59010,3938,42.75,Regular Day,11673.67520,42.75,42.97750
2016-11-05,2016,Nov,202017.42200,189394.69370,4720,42.80,Regular Day,12622.72830,42.80,42.97750
2016-11-06,2016,Nov,108459.00010,102250.16780,2537,42.75,Regular Day,6208.83230,42.75,42.97750
2016-11-07,2016,Nov,112536.37710,105978.48250,2621,42.94,Regular Day,6557.89460,42.94,42.97750
2016-11-08,2016,Nov,100479.93000,94692.47929,2341,42.92,Regular Day,5787.45071,42.92,42.97750
2016-11-09,2016,Nov,81649.68867,77081.66057,1901,42.95,Regular Day,4568.02810,42.95,42.97750
2016-11-10,2016,Nov,71529.16264,67551.25097,1666,42.93,Regular Day,3977.91167,42.93,42.97750
2016-11-11,2016,Nov,160938.60160,152555.41730,3748,42.94,Regular Day,8383.18430,42.94,42.97750
2016-11-12,2016,Nov,164998.84460,156263.14950,3843,42.93,Regular Day,8735.69510,42.93,42.97750
2016-11-13,2016,Nov,97946.78305,93112.60891,2281,42.94,Regular Day,4834.17414,42.94,42.97750
2016-11-14,2016,Nov,87834.25368,83068.26903,2046,42.93,Regular Day,4765.98465,42.93,42.97750
2016-11-15,2016,Nov,95509.13498,88104.20453,2181,43.79,Regular Day,7404.93045,43.79,42.97750
2016-11-16,2016,Nov,77229.97189,71428.87000,1763,43.81,Regular Day,5801.10189,43.81,42.97750
